id,gid,x,y,v_x,v_y,radius,time
10,0,2.861084,0.119545,-1.237575,-0.111074,0.200000,9.400000
11,0,9.633217,-0.443622,-1.018621,0.185787,0.200000,9.400000
12,0,9.394655,0.439556,-0.686379,0.083048,0.200000,9.400000
13,0,5.817690,-0.547439,-0.931176,-0.030783,0.200000,9.400000
14,0,1.742259,0.109959,-0.634958,0.068014,0.200000,9.400000
15,0,5.985235,1.618407,-0.570266,0.245643,0.200000,9.400000
16,0,-0.037720,-0.550158,-0.947023,0.428684,0.200000,9.400000
17,0,1.023658,0.264723,-0.850502,-0.047344,0.200000,9.400000
18,0,3.208719,-1.620166,-1.093130,-0.106442,0.200000,9.400000
19,0,1.681463,-0.721841,-1.098372,0.325758,0.200000,9.400000
20,1,6.449968,6.682258,-0.191180,-0.584333,0.200000,9.400000
21,1,7.769823,-7.651897,-0.268301,-0.330901,0.200000,9.400000
22,1,7.275648,-4.210747,-0.001081,-1.098419,0.200000,9.400000
23,1,7.028792,-8.242789,-0.488676,-0.173981,0.200000,9.400000
24,1,5.482899,3.238194,-0.140877,-0.852030,0.200000,9.400000
25,1,6.960112,-5.902928,-0.435282,-0.646653,0.200000,9.400000
26,1,7.097885,1.532083,-0.051717,-0.961541,0.200000,9.400000
27,1,6.974313,-5.333786,0.585396,-0.464804,0.200000,9.400000
28,1,4.637511,-2.210533,0.351976,-1.057067,0.200000,9.400000
29,1,6.247890,-7.156235,0.189835,-0.791519,0.200000,9.400000
30,1,6.769869,0.058565,0.056483,-1.174634,0.200000,9.400000
32,1,5.124551,-1.956102,0.207999,-0.708816,0.200000,9.400000
33,1,7.696522,1.859799,-0.116815,-1.061479,0.200000,9.400000
34,1,5.254748,2.029124,-0.633107,-0.967506,0.200000,9.400000
35,1,8.633311,0.383953,-0.072722,-0.622846,0.200000,9.400000
36,1,6.170562,-2.707056,0.092959,-1.197834,0.200000,9.400000
37,1,7.385466,-2.042259,-0.126251,-0.736169,0.200000,9.400000
38,1,8.975013,1.617175,-0.079219,-1.301954,0.200000,9.400000
39,1,6.431684,2.908081,0.150598,-0.713331,0.200000,9.400000
0,0,3.244207,0.698388,-0.591836,-0.382241,0.200000,9.500000
1,0,7.384584,0.467462,-0.638301,-0.485364,0.200000,9.500000
2,0,2.277931,0.655618,-0.670111,0.143195,0.200000,9.500000
3,0,6.713308,-1.266274,-0.019290,-0.016476,0.200000,9.500000
4,0,1.434312,0.976720,-1.009323,0.386612,0.200000,9.500000
5,0,-0.644114,-0.004746,-1.514712,-0.151753,0.200000,9.500000
6,0,7.658779,-0.688211,-0.926086,0.083215,0.200000,9.500000
7,0,4.236552,-0.956126,-1.084442,-0.003467,0.200000,9.500000
8,0,7.799010,0.138420,-0.438873,0.188752,0.200000,9.500000
9,0,3.574555,-0.345836,-0.425170,0.245259,0.200000,9.500000
10,0,2.772277,0.102566,-0.888063,-0.169786,0.200000,9.500000
11,0,9.537126,-0.416363,-0.960911,0.272597,0.200000,9.500000
12,0,9.328994,0.449079,-0.656605,0.095232,0.200000,9.500000
13,0,5.716190,-0.533952,-1.014997,0.134871,0.200000,9.500000
14,0,1.677122,0.124180,-0.651376,0.142210,0.200000,9.500000
15,0,5.924551,1.645303,-0.606842,0.268961,0.200000,9.500000
16,0,-0.129547,-0.490260,-0.918270,0.598974,0.200000,9.500000
17,0,0.930756,0.249741,-0.929020,-0.149825,0.200000,9.500000
18,0,3.091766,-1.611593,-1.169534,0.085729,0.200000,9.500000
19,0,1.590555,-0.700017,-0.909081,0.218242,0.200000,9.500000
20,1,6.437169,6.625369,-0.127995,-0.568892,0.200000,9.500000
21,1,7.753522,-7.679994,-0.163010,-0.280968,0.200000,9.500000
22,1,7.272314,-4.300539,-0.033343,-0.897921,0.200000,9.500000
23,1,7.039936,-8.178584,0.111445,0.642055,0.200000,9.500000
24,1,5.464893,3.186994,-0.180057,-0.512000,0.200000,9.500000
25,1,6.921160,-5.967142,-0.389521,-0.642133,0.200000,9.500000
26,1,7.095085,1.411900,-0.027994,-1.201826,0.200000,9.500000
27,1,7.015755,-5.395307,0.414415,-0.615211,0.200000,9.500000
28,1,4.675802,-2.299393,0.382914,-0.888595,0.200000,9.500000
29,1,6.276543,-7.194083,0.286532,-0.378486,0.200000,9.500000
30,1,6.789224,-0.082641,0.193550,-1.412056,0.200000,9.500000
32,1,5.160378,-2.041061,0.358266,-0.849589,0.200000,9.500000
33,1,7.660698,1.784232,-0.358239,-0.755670,0.200000,9.500000
34,1,5.185327,1.940902,-0.694211,-0.882216,0.200000,9.500000
35,1,8.629652,0.299520,-0.036588,-0.844333,0.200000,9.500000
36,1,6.191244,-2.828294,0.206824,-1.212377,0.200000,9.500000
37,1,7.373076,-2.114541,-0.123892,-0.722816,0.200000,9.500000
38,1,8.983889,1.553567,0.088760,-0.636086,0.200000,9.500000
39,1,6.438227,2.849387,0.065428,-0.586934,0.200000,9.500000
0,0,3.194946,0.669750,-0.492614,-0.286376,0.200000,9.600000
1,0,7.297979,0.445283,-0.866048,-0.221790,0.200000,9.600000
2,0,2.204430,0.668478,-0.735010,0.128600,0.200000,9.600000
3,0,6.709379,-1.268638,-0.039296,-0.023642,0.200000,9.600000
4,0,1.331557,0.999854,-1.027549,0.231341,0.200000,9.600000
5,0,-0.776940,0.014622,-1.328261,0.193679,0.200000,9.600000
6,0,7.537231,-0.675107,-1.215480,0.131048,0.200000,9.600000
7,0,4.107790,-0.948250,-1.287616,0.078761,0.200000,9.600000
8,0,7.740796,0.145059,-0.582145,0.066386,0.200000,9.600000
9,0,3.528804,-0.320049,-0.457503,0.257869,0.200000,9.600000
10,0,2.657361,0.090334,-1.149158,-0.122328,0.200000,9.600000
11,0,9.459280,-0.410661,-0.778460,0.057014,0.200000,9.600000
12,0,9.254176,0.451118,-0.748180,0.020392,0.200000,9.600000
13,0,5.615914,-0.524777,-1.002758,0.091749,0.200000,9.600000
14,0,1.610672,0.133820,-0.664494,0.096395,0.200000,9.600000
15,0,5.861586,1.654572,-0.629646,0.092689,0.200000,9.600000
16,0,-0.258355,-0.483340,-1.288075,0.069200,0.200000,9.600000
17,0,0.838299,0.238346,-0.924564,-0.113948,0.200000,9.600000
18,0,2.959983,-1.597799,-1.317830,0.137935,0.200000,9.600000
19,0,1.504127,-0.653237,-0.864278,0.467797,0.200000,9.600000
20,1,6.425143,6.571984,-0.120258,-0.533853,0.200000,9.600000
21,1,7.731265,-7.704511,-0.222566,-0.245172,0.200000,9.600000
22,1,7.254622,-4.378801,-0.176920,-0.782615,0.200000,9.600000
23,1,7.054070,-8.125819,0.141338,0.527644,0.200000,9.600000
24,1,5.445480,3.134469,-0.194129,-0.525249,0.200000,9.600000
25,1,6.874042,-6.039191,-0.471180,-0.720491,0.200000,9.600000
26,1,7.113362,1.292352,0.182768,-1.195476,0.200000,9.600000
27,1,7.058736,-5.446787,0.429816,-0.514801,0.200000,9.600000
28,1,4.702034,-2.408610,0.262317,-1.092170,0.200000,9.600000
29,1,6.300824,-7.218880,0.242811,-0.247966,0.200000,9.600000
30,1,6.801364,-0.224069,0.121406,-1.414276,0.200000,9.600000
32,1,5.198593,-2.159280,0.382156,-1.182188,0.200000,9.600000
33,1,7.599482,1.708341,-0.612157,-0.758914,0.200000,9.600000
34,1,5.143971,1.835665,-0.413563,-1.052370,0.200000,9.600000
35,1,8.631586,0.215880,0.019338,-0.836399,0.200000,9.600000
36,1,6.216400,-2.914591,0.251560,-0.862966,0.200000,9.600000
37,1,7.354327,-2.203623,-0.187497,-0.890820,0.200000,9.600000
38,1,8.993440,1.466276,0.095509,-0.872912,0.200000,9.600000
39,1,6.460171,2.785381,0.219438,-0.640064,0.200000,9.600000
0,0,3.149822,0.640761,-0.451240,-0.289898,0.200000,9.700000
1,0,7.205717,0.394129,-0.922622,-0.511539,0.200000,9.700000
2,0,2.125805,0.672790,-0.786254,0.043121,0.200000,9.700000
3,0,6.705324,-1.272864,-0.040553,-0.042258,0.200000,9.700000
